pair,Class,Method,model_chatgpt_4o,model_chatgpt_o3,model_claude3_7,model_deepseek_r1_,model_gemini_2_5_pro_preview_05_06,model_grok3,model_llama4,model_mistral,model_qwen3
transportrequest::validateroute,transportrequest,validateroute,0,0,0,1,0,0,0,0,0
transportrequest::validateroutefeasibility,transportrequest,validateroutefeasibility,0,0,0,0,0,0,0,0,1
transportrequest::validaterouteplan,transportrequest,validaterouteplan,0,0,1,0,0,0,0,0,0
transportrequest::validatetransportdetails,transportrequest,validatetransportdetails,0,0,1,0,0,0,0,0,0
transportrequest::validatetransportrequest,transportrequest,validatetransportrequest,0,0,1,0,0,0,0,0,0
transportrequest::viewdetails,transportrequest,viewdetails,0,0,0,0,0,1,0,0,0
user::deactivateaccount,user,deactivateaccount,1,0,0,0,0,0,0,0,0
user::login,user,login,1,0,0,0,0,0,0,0,0
user::logout,user,logout,1,0,0,0,0,0,0,0,0
user::register,user,register,1,0,0,0,0,0,0,0,0
user::requestpasswordreset,user,requestpasswordreset,1,0,0,0,0,0,0,0,0
user::resetpassword,user,resetpassword,1,0,0,0,0,0,0,0,0
user::updateprofile,user,updateprofile,1,0,0,0,0,0,0,0,0
user::verifyemail,user,verifyemail,1,0,0,0,0,0,0,0,0
useraccount::activate,useraccount,activate,0,1,1,1,0,0,0,0,1
useraccount::activateaccount,useraccount,activateaccount,1,1,1,1,1,1,0,0,1
useraccount::activateemail,useraccount,activateemail,1,0,0,0,0,0,0,0,0
useraccount::approveaccount,useraccount,approveaccount,0,0,0,0,1,0,0,0,0
useraccount::assignserviceproviderrole,useraccount,assignserviceproviderrole,0,0,0,0,1,0,0,0,0
useraccount::attemptlogin,useraccount,attemptlogin,0,0,0,0,0,1,0,0,0
useraccount::authenticate,useraccount,authenticate,0,1,0,0,0,0,0,0,0
useraccount::authorizelogin,useraccount,authorizelogin,0,1,0,0,0,0,0,0,0
useraccount::canlogin,useraccount,canlogin,0,0,0,0,1,0,0,0,0
useraccount::changeaccountstatus,useraccount,changeaccountstatus,0,0,0,0,0,1,0,0,0
useraccount::checkaccountstatus,useraccount,checkaccountstatus,0,0,0,0,1,0,0,0,0
useraccount::confirmpasswordreset,useraccount,confirmpasswordreset,0,0,0,0,0,1,0,0,0
useraccount::create,useraccount,create,0,0,1,1,0,0,0,0,1
useraccount::createaccount,useraccount,createaccount,1,1,1,1,1,1,0,0,1
useraccount::createnewaccount,useraccount,createnewaccount,0,0,0,1,0,0,0,0,0
useraccount::createunverifiedaccount,useraccount,createunverifiedaccount,0,0,0,1,0,0,0,0,1
useraccount::deactivate,useraccount,deactivate,1,1,1,1,1,1,0,0,1
useraccount::deactivateaccount,useraccount,deactivateaccount,1,0,1,1,1,1,1,1,1
useraccount::endsession,useraccount,endsession,0,0,0,0,0,0,0,0,1
useraccount::generateemailverificationtoken,useraccount,generateemailverificationtoken,0,1,0,0,0,0,0,0,0
useraccount::getaccountstatus,useraccount,getaccountstatus,0,0,1,0,0,0,0,0,0
useraccount::incrementfailedattempts,useraccount,incrementfailedattempts,0,0,0,1,0,0,0,0,1
useraccount::incrementfailedlogin,useraccount,incrementfailedlogin,0,0,0,0,0,0,0,0,1
useraccount::incrementfailedloginattempts,useraccount,incrementfailedloginattempts,0,0,0,0,0,0,0,0,1
useraccount::initializeaccount,useraccount,initializeaccount,0,0,0,0,1,0,0,0,0
useraccount::initializeserviceproviderprofile,useraccount,initializeserviceproviderprofile,0,0,0,0,1,0,0,0,0
useraccount::initiatepasswordreset,useraccount,initiatepasswordreset,0,1,0,0,0,0,0,0,0
useraccount::isactive,useraccount,isactive,0,0,1,1,1,0,0,0,0
useraccount::iseligibletologin,useraccount,iseligibletologin,1,0,0,0,0,0,0,0,0
useraccount::islocked,useraccount,islocked,0,0,1,0,0,0,0,0,0
useraccount::lock,useraccount,lock,0,0,1,1,1,0,0,0,0
useraccount::lockaccount,useraccount,lockaccount,1,1,1,1,1,0,1,1,1
useraccount::login,useraccount,login,0,0,1,0,1,1,1,1,0
useraccount::logout,useraccount,logout,1,1,1,0,0,1,1,1,0
useraccount::markemailverified,useraccount,markemailverified,0,1,0,0,0,0,0,0,0
useraccount::reactivateaccount,useraccount,reactivateaccount,0,0,0,0,1,0,0,0,0
useraccount::recordlogin,useraccount,recordlogin,1,1,0,1,0,0,0,0,1
useraccount::recordloginfailure,useraccount,recordloginfailure,0,0,0,0,0,1,0,0,0
useraccount::recordloginsuccess,useraccount,recordloginsuccess,0,0,0,0,0,1,0,0,0
useraccount::recordlogintime,useraccount,recordlogintime,0,0,1,0,0,0,0,0,1
useraccount::recordlogintimestamp,useraccount,recordlogintimestamp,1,0,0,0,0,1,0,0,1
useraccount::recordregistrationdate,useraccount,recordregistrationdate,0,0,0,0,1,0,0,0,0
useraccount::recoverpassword,useraccount,recoverpassword,0,0,0,0,0,0,1,0,0
useraccount::register,useraccount,register,1,1,1,0,0,0,1,0,0
useraccount::registeraccount,useraccount,registeraccount,1,0,0,0,0,0,0,0,0
useraccount::registernewaccount,useraccount,registernewaccount,1,0,0,0,0,0,0,0,0
useraccount::registerunverified,useraccount,registerunverified,0,1,0,0,0,0,0,0,0
useraccount::registeruser,useraccount,registeruser,0,0,0,0,0,1,1,1,0
useraccount::resetloginattempts,useraccount,resetloginattempts,0,0,0,1,0,0,0,0,0
useraccount::resetpassword,useraccount,resetpassword,0,0,1,0,0,1,1,1,0
useraccount::sendpasswordresetlink,useraccount,sendpasswordresetlink,0,0,0,0,0,0,0,0,1
useraccount::setaccountstatus,useraccount,setaccountstatus,0,0,1,0,0,0,0,0,1
useraccount::suspend,useraccount,suspend,0,0,0,0,1,0,0,0,0
useraccount::suspendaccount,useraccount,suspendaccount,0,0,1,0,1,0,0,0,0
useraccount::terminatesession,useraccount,terminatesession,0,1,0,0,0,0,0,0,1
useraccount::unlock,useraccount,unlock,0,0,1,1,0,0,0,0,0
useraccount::unlockaccount,useraccount,unlockaccount,1,0,1,1,1,0,1,1,0
useraccount::unsuspend,useraccount,unsuspend,0,0,0,0,1,0,0,0,0
useraccount::updatelastlogin,useraccount,updatelastlogin,0,0,0,0,0,0,0,0,1
useraccount::updatelastlogindate,useraccount,updatelastlogindate,0,0,0,0,0,0,0,0,1
useraccount::updatelogintimestamp,useraccount,updatelogintimestamp,0,0,0,0,0,0,0,0,1
useraccount::updateprofile,useraccount,updateprofile,0,0,1,0,0,1,1,1,0
useraccount::updateprofiledetails,useraccount,updateprofiledetails,0,0,0,0,0,0,1,0,0
useraccount::updatestatus,useraccount,updatestatus,0,0,1,1,0,0,0,0,0
useraccount::validatecredentials,useraccount,validatecredentials,0,1,0,0,0,0,0,0,1
useraccount::validateemailformat,useraccount,validateemailformat,0,0,0,0,0,0,0,0,1
useraccount::validatepasswordstrength,useraccount,validatepasswordstrength,0,0,0,0,0,0,0,0,1
useraccount::validateregistration,useraccount,validateregistration,0,0,0,0,0,0,0,0,1
useraccount::validateuseraccount,useraccount,validateuseraccount,0,0,1,0,0,0,0,0,0
useraccount::verifyemail,useraccount,verifyemail,1,1,0,0,0,1,1,1,0
usercredentials::attemptlogin,usercredentials,attemptlogin,0,0,0,0,0,1,0,0,0
usercredentials::authenticate,usercredentials,authenticate,0,1,1,1,1,0,0,0,0
usercredentials::changepassword,usercredentials,changepassword,0,0,1,0,0,0,0,0,0
usercredentials::checkpassword,usercredentials,checkpassword,0,1,0,0,1,1,0,0,0
usercredentials::clearfailedloginattempts,usercredentials,clearfailedloginattempts,1,0,0,0,0,0,0,0,0
usercredentials::clearpasswordresettoken,usercredentials,clearpasswordresettoken,0,0,0,0,1,0,0,0,0
usercredentials::completepasswordreset,usercredentials,completepasswordreset,0,0,0,1,1,0,0,0,0
usercredentials::confirmpasswordreset,usercredentials,confirmpasswordreset,1,0,0,0,0,0,0,0,0
usercredentials::createcredentials,usercredentials,createcredentials,0,0,0,0,1,0,0,0,0
usercredentials::createpasswordresettoken,usercredentials,createpasswordresettoken,0,0,1,0,0,0,0,0,0
usercredentials::encryptpassword,usercredentials,encryptpassword,0,0,1,0,0,0,0,0,0
usercredentials::generateemailverificationtoken,usercredentials,generateemailverificationtoken,0,0,0,0,1,0,0,0,0
usercredentials::generatepasswordresettoken,usercredentials,generatepasswordresettoken,1,1,1,1,1,1,0,1,1
usercredentials::generateresettoken,usercredentials,generateresettoken,1,0,1,1,0,1,0,0,0
usercredentials::generateverificationtoken,usercredentials,generateverificationtoken,0,0,0,0,1,0,0,0,0
usercredentials::getemail,usercredentials,getemail,0,0,0,0,1,0,0,0,0
usercredentials::getfailedloginattempts,usercredentials,getfailedloginattempts,0,0,0,0,1,0,0,0,0
usercredentials::hasexceededfailedloginattempts,usercredentials,hasexceededfailedloginattempts,0,0,0,0,1,0,0,0,0
usercredentials::hasexceededmaxloginattempts,usercredentials,hasexceededmaxloginattempts,0,0,0,0,1,0,0,0,0
usercredentials::incrementfailedattempts,usercredentials,incrementfailedattempts,1,0,1,1,0,0,0,0,1
usercredentials::incrementfailedlogin,usercredentials,incrementfailedlogin,1,1,0,0,0,0,0,0,0
usercredentials::incrementfailedloginattempts,usercredentials,incrementfailedloginattempts,1,1,1,0,1,0,0,0,0
usercredentials::initializecredentials,usercredentials,initializecredentials,0,0,0,0,1,0,0,0,0
usercredentials::initiatepasswordreset,usercredentials,initiatepasswordreset,1,1,0,1,1,0,0,0,0
usercredentials::invalidateemailverificationtoken,usercredentials,invalidateemailverificationtoken,0,0,0,0,1,0,0,0,0
usercredentials::invalidatepasswordresettoken,usercredentials,invalidatepasswordresettoken,0,0,0,0,1,0,0,0,0
usercredentials::invalidateresettoken,usercredentials,invalidateresettoken,0,0,0,1,0,0,0,0,0
usercredentials::isaccountlocked,usercredentials,isaccountlocked,0,0,1,0,0,0,0,0,0
usercredentials::isloginallowed,usercredentials,isloginallowed,0,0,0,0,1,0,0,0,0
usercredentials::ispasswordresettokenvalid,usercredentials,ispasswordresettokenvalid,0,0,1,0,1,0,0,0,0
usercredentials::isresettokenvalid,usercredentials,isresettokenvalid,1,1,1,0,0,0,0,0,0
usercredentials::istokenexpired,usercredentials,istokenexpired,0,0,1,0,0,0,0,0,0
usercredentials::istokenvalid,usercredentials,istokenvalid,0,0,1,0,0,0,0,0,1
usercredentials::isvalidpasswordresettoken,usercredentials,isvalidpasswordresettoken,0,0,0,0,1,0,0,0,0
usercredentials::isvalidverificationtoken,usercredentials,isvalidverificationtoken,0,0,0,0,1,0,0,0,0
usercredentials::lockaccount,usercredentials,lockaccount,0,0,0,0,0,0,0,0,1
usercredentials::matchespassword,usercredentials,matchespassword,0,0,0,0,1,0,0,0,0
usercredentials::recordfailedattempt,usercredentials,recordfailedattempt,1,0,0,0,0,0,0,0,0
usercredentials::recordfailedloginattempt,usercredentials,recordfailedloginattempt,0,0,0,0,1,0,0,0,0
usercredentials::recordlogin,usercredentials,recordlogin,1,1,0,1,0,1,0,0,0
usercredentials::recordloginattempt,usercredentials,recordloginattempt,0,0,1,0,0,0,0,0,0
usercredentials::recordlogintime,usercredentials,recordlogintime,0,0,1,0,0,0,0,0,0
usercredentials::recordlogintimestamp,usercredentials,recordlogintimestamp,0,0,0,0,1,1,0,0,0
usercredentials::recordlogout,usercredentials,recordlogout,0,0,1,0,0,0,0,0,0
usercredentials::recordlogouttime,usercredentials,recordlogouttime,0,0,1,0,0,0,0,0,0
usercredentials::recordpasswordchange,usercredentials,recordpasswordchange,0,0,1,0,0,0,0,0,0
usercredentials::recordsuccessfullogin,usercredentials,recordsuccessfullogin,0,1,1,1,1,0,0,0,0
usercredentials::resetfailedattempts,usercredentials,resetfailedattempts,1,0,1,1,0,0,0,0,1
usercredentials::resetfailedloginattempts,usercredentials,resetfailedloginattempts,1,1,1,0,1,0,0,0,0
usercredentials::resetloginattempts,usercredentials,resetloginattempts,0,0,0,1,0,0,0,0,0
usercredentials::resetpassword,usercredentials,resetpassword,1,1,1,1,1,1,1,1,1
usercredentials::resetpasswordtoken,usercredentials,resetpasswordtoken,0,0,0,0,0,0,1,0,0
usercredentials::sendpasswordresetlink,usercredentials,sendpasswordresetlink,0,0,0,0,0,1,0,0,0
usercredentials::setnewpassword,usercredentials,setnewpassword,0,0,0,0,0,1,0,0,0
usercredentials::setpassword,usercredentials,setpassword,1,0,0,0,1,1,0,0,0
usercredentials::setresettoken,usercredentials,setresettoken,1,0,0,0,0,0,0,0,0
usercredentials::shouldlockaccount,usercredentials,shouldlockaccount,0,0,0,0,1,0,0,0,0
usercredentials::updatelastlogin,usercredentials,updatelastlogin,0,1,0,0,0,0,0,0,0
usercredentials::updatelastlogindate,usercredentials,updatelastlogindate,0,0,1,1,1,1,0,0,0
usercredentials::updatepassword,usercredentials,updatepassword,1,1,1,1,1,1,1,1,1
usercredentials::validatecredentials,usercredentials,validatecredentials,1,1,1,1,0,1,1,1,1
usercredentials::validatecredentialsformat,usercredentials,validatecredentialsformat,0,0,0,0,0,0,0,0,1
usercredentials::validateemail,usercredentials,validateemail,0,0,1,0,0,0,0,0,0
usercredentials::validateemailandpassword,usercredentials,validateemailandpassword,0,0,0,0,0,1,0,0,0
usercredentials::validateemailformat,usercredentials,validateemailformat,0,1,0,0,0,1,1,0,0
usercredentials::validateemailverificationtoken,usercredentials,validateemailverificationtoken,0,0,0,0,1,0,0,0,0
usercredentials::validatelogin,usercredentials,validatelogin,1,0,0,0,0,0,0,0,0
usercredentials::validatepassword,usercredentials,validatepassword,1,0,1,1,1,1,0,1,0
usercredentials::validatepasswordresettoken,usercredentials,validatepasswordresettoken,0,1,1,0,1,1,0,0,0
usercredentials::validatepasswordstrength,usercredentials,validatepasswordstrength,0,1,1,1,1,1,1,0,1
usercredentials::validateresetlink,usercredentials,validateresetlink,0,0,0,0,0,1,0,0,0
usercredentials::validateresettoken,usercredentials,validateresettoken,1,0,1,0,0,1,0,0,1
usercredentials::validatetoken,usercredentials,validatetoken,0,0,1,0,0,0,0,0,0
usercredentials::validatetokenexpiration,usercredentials,validatetokenexpiration,0,0,0,0,0,0,0,0,1
usercredentials::validateverificationtoken,usercredentials,validateverificationtoken,0,1,0,0,0,0,0,0,0
usercredentials::verifycredentials,usercredentials,verifycredentials,0,0,0,0,0,1,0,0,0
usercredentials::verifyemailtoken,usercredentials,verifyemailtoken,0,0,0,0,1,0,0,0,0
usercredentials::verifypassword,usercredentials,verifypassword,0,1,1,0,1,1,0,0,0
usercredentials::verifypasswordresettoken,usercredentials,verifypasswordresettoken,0,0,0,0,1,0,0,0,0
usercredentials::verifyresettoken,usercredentials,verifyresettoken,0,0,0,0,0,1,0,0,0
userprofile::applychanges,userprofile,applychanges,0,1,0,0,0,0,0,0,0
userprofile::applyprofilechanges,userprofile,applyprofilechanges,0,1,0,0,0,0,0,0,0
userprofile::applyupdate,userprofile,applyupdate,0,1,0,0,0,0,0,0,0
userprofile::applyupdates,userprofile,applyupdates,0,1,0,0,0,0,0,0,0
userprofile::assignrole,userprofile,assignrole,0,0,1,0,1,0,0,0,0
userprofile::changeemail,userprofile,changeemail,0,0,0,0,1,0,0,0,0
userprofile::changerole,userprofile,changerole,0,0,1,0,1,1,0,0,0
userprofile::confirmemailverification,userprofile,confirmemailverification,0,1,0,1,0,0,0,0,0
userprofile::createprofile,userprofile,createprofile,0,0,0,0,1,0,0,0,0
userprofile::deactivateaccount,userprofile,deactivateaccount,0,0,0,0,0,0,1,0,0
userprofile::generateverificationtoken,userprofile,generateverificationtoken,0,0,0,0,0,1,0,0,0
userprofile::getemailverificationtokenexpiration,userprofile,getemailverificationtokenexpiration,0,0,0,0,0,0,0,0,1
userprofile::getproductlistings,userprofile,getproductlistings,0,0,0,0,0,1,0,0,0
userprofile::getprofile,userprofile,getprofile,0,0,0,0,0,0,1,0,0
userprofile::getrole,userprofile,getrole,0,0,0,0,1,0,0,0,0
userprofile::getservicerequests,userprofile,getservicerequests,0,0,0,0,0,1,0,0,0
userprofile::initializeprofile,userprofile,initializeprofile,0,0,0,0,1,0,0,0,0
userprofile::initiateemailverification,userprofile,initiateemailverification,0,0,0,0,1,0,0,0,0
userprofile::isemailverified,userprofile,isemailverified,0,1,1,0,1,0,0,0,0
userprofile::markemailasverified,userprofile,markemailasverified,0,0,0,1,1,0,0,0,1
userprofile::markemailverified,userprofile,markemailverified,1,1,0,1,0,0,0,0,0
userprofile::promoteto,userprofile,promoteto,0,0,1,0,0,0,0,0,0
userprofile::recordaccountlockdate,userprofile,recordaccountlockdate,0,0,0,0,1,0,0,0,0
userprofile::recorddeactivation,userprofile,recorddeactivation,0,0,0,0,1,0,0,0,0
userprofile::recorddeactivationreason,userprofile,recorddeactivationreason,0,0,0,1,1,0,0,0,0
userprofile::recordlastupdate,userprofile,recordlastupdate,0,0,0,1,0,0,0,0,0
userprofile::recordlastupdateddate,userprofile,recordlastupdateddate,0,0,0,0,0,0,0,0,1
userprofile::recordlockdate,userprofile,recordlockdate,0,0,0,1,1,0,0,0,0
userprofile::recordlogintime,userprofile,recordlogintime,0,0,1,0,0,0,0,0,0
userprofile::recordmodificationtimestamp,userprofile,recordmodificationtimestamp,0,0,0,0,0,1,0,0,0
userprofile::recordprofileupdate,userprofile,recordprofileupdate,0,0,1,0,0,0,0,0,0
userprofile::recordupdatetimestamp,userprofile,recordupdatetimestamp,0,0,0,0,1,1,0,0,0
userprofile::searchprofile,userprofile,searchprofile,0,0,0,0,0,1,0,0,0
userprofile::senddeactivationconfirmation,userprofile,senddeactivationconfirmation,0,0,0,0,0,0,0,0,1
userprofile::sendverificationemail,userprofile,sendverificationemail,0,0,0,0,0,0,0,0,1
userprofile::setaccountlockeddate,userprofile,setaccountlockeddate,0,0,0,0,1,0,0,0,0
userprofile::setaddress,userprofile,setaddress,0,0,0,0,0,1,0,0,0
userprofile::setdeactivationreason,userprofile,setdeactivationreason,0,0,0,0,1,0,0,0,0
userprofile::setname,userprofile,setname,0,0,0,0,0,1,0,0,0
userprofile::setphonenumber,userprofile,setphonenumber,0,0,0,0,0,1,0,0,0
userprofile::setrole,userprofile,setrole,0,0,0,0,1,1,0,0,0
userprofile::updateaddress,userprofile,updateaddress,0,0,1,0,1,1,0,0,0
userprofile::updatecontactdetails,userprofile,updatecontactdetails,0,0,0,1,0,0,0,0,0
userprofile::updatecontactinfo,userprofile,updatecontactinfo,0,0,1,1,0,0,0,0,0
userprofile::updatedetails,userprofile,updatedetails,0,1,0,1,0,0,1,0,1
userprofile::updateemail,userprofile,updateemail,0,0,0,0,1,1,0,1,0
userprofile::updatelastmodified,userprofile,updatelastmodified,0,0,1,1,0,0,0,0,0
userprofile::updatelastupdateddate,userprofile,updatelastupdateddate,0,0,0,0,0,0,0,0,1
userprofile::updatename,userprofile,updatename,0,0,0,0,1,1,0,0,0
userprofile::updatephonenumber,userprofile,updatephonenumber,0,0,0,0,1,1,0,0,0
userprofile::updateprofile,userprofile,updateprofile,1,1,1,0,1,1,1,1,1
userprofile::updateprofiledata,userprofile,updateprofiledata,0,1,0,0,0,0,0,0,0
userprofile::updateprofiledetails,userprofile,updateprofiledetails,1,0,0,1,1,0,1,0,1
userprofile::updateprofileinfo,userprofile,updateprofileinfo,1,0,1,0,0,0,0,0,0
userprofile::updaterole,userprofile,updaterole,0,0,0,0,1,1,0,0,0
userprofile::validate,userprofile,validate,0,0,0,1,0,1,0,0,0
userprofile::validatebasicinfo,userprofile,validatebasicinfo,0,1,0,0,0,0,0,0,0
userprofile::validateemail,userprofile,validateemail,0,1,1,0,0,0,0,0,0
userprofile::validateemailformat,userprofile,validateemailformat,0,1,0,1,1,1,0,0,1
userprofile::validateforupdate,userprofile,validateforupdate,0,1,0,0,0,0,0,0,0
userprofile::validatepasswordresettoken,userprofile,validatepasswordresettoken,0,0,0,0,0,0,0,0,1
userprofile::validatephoneformat,userprofile,validatephoneformat,0,0,0,1,0,0,0,0,0
userprofile::validatephonenumber,userprofile,validatephonenumber,0,0,0,1,0,0,0,0,0
userprofile::validateprofile,userprofile,validateprofile,0,0,1,0,0,0,0,0,1
userprofile::validateprofiledata,userprofile,validateprofiledata,0,1,1,0,1,1,0,0,1
userprofile::validateprofiledetails,userprofile,validateprofiledetails,0,1,0,0,1,0,0,0,0
userprofile::validateprofileupdate,userprofile,validateprofileupdate,0,0,0,0,0,0,0,0,1
userprofile::validateprofileupdates,userprofile,validateprofileupdates,0,0,0,0,0,0,0,0,1
userprofile::validateupdateddata,userprofile,validateupdateddata,0,1,0,0,0,0,0,0,0
userprofile::validateupdates,userprofile,validateupdates,0,1,0,0,0,0,0,0,0
userprofile::verifyemail,userprofile,verifyemail,1,1,1,1,1,1,1,0,1
userprofile::verifyemailaddress,userprofile,verifyemailaddress,0,0,0,0,0,0,0,0,1
validationresult::adderrormessage,validationresult,adderrormessage,0,0,1,0,0,0,0,0,0
validationresult::addmessage,validationresult,addmessage,0,0,1,0,0,0,0,0,0
validationresult::createfailure,validationresult,createfailure,0,0,1,0,0,0,0,0,0
validationresult::createinvalidresult,validationresult,createinvalidresult,0,0,1,0,0,0,0,0,0
validationresult::createsuccess,validationresult,createsuccess,0,0,1,0,0,0,0,0,0
validationresult::createvalidresult,validationresult,createvalidresult,0,0,1,0,0,0,0,0,0
validationresult::isvalid,validationresult,isvalid,0,0,1,0,0,0,0,0,0
validationresult::validate,validationresult,validate,0,0,0,0,0,0,1,0,0
validationresult::validateaddressconsistency,validationresult,validateaddressconsistency,0,0,0,1,0,0,0,0,0
validationresult::validateemailformat,validationresult,validateemailformat,0,0,0,1,0,0,0,0,0
validationresult::validatepasswordstrength,validationresult,validatepasswordstrength,0,0,0,1,0,0,0,0,0
wastejourney::addprocessingstage,wastejourney,addprocessingstage,0,0,0,1,0,0,0,0,0
wastejourney::addstage,wastejourney,addstage,0,1,1,1,1,0,0,1,1
wastejourney::canceljourney,wastejourney,canceljourney,0,0,1,0,1,0,0,0,0
wastejourney::checkstatus,wastejourney,checkstatus,0,0,0,0,0,0,0,0,1
wastejourney::completejourney,wastejourney,completejourney,0,0,1,1,1,0,0,0,0
wastejourney::createjourney,wastejourney,createjourney,0,0,1,0,0,0,0,0,0
wastejourney::displaystatus,wastejourney,displaystatus,0,0,0,0,0,1,0,0,0
wastejourney::findbytrackingcode,wastejourney,findbytrackingcode,0,1,1,0,0,0,0,0,0
wastejourney::generatetrackingcode,wastejourney,generatetrackingcode,0,0,1,0,0,0,0,0,0
wastejourney::getbytrackingcode,wastejourney,getbytrackingcode,0,1,0,0,0,0,0,0,0
wastejourney::getcurrentlocation,wastejourney,getcurrentlocation,0,1,0,0,1,1,0,0,1
wastejourney::getcurrentstage,wastejourney,getcurrentstage,0,0,1,0,0,0,0,0,0
wastejourney::getcurrentstatus,wastejourney,getcurrentstatus,1,1,0,1,1,0,0,0,1
wastejourney::getjourneybycode,wastejourney,getjourneybycode,0,0,1,0,0,0,0,0,0
wastejourney::getjourneybytrackingcode,wastejourney,getjourneybytrackingcode,0,0,1,0,0,1,0,0,0
wastejourney::getjourneystatus,wastejourney,getjourneystatus,0,0,1,0,0,0,0,0,0
wastejourney::getstages,wastejourney,getstages,0,0,0,0,1,0,0,0,0
wastejourney::getstatus,wastejourney,getstatus,0,1,0,0,1,1,0,0,0
wastejourney::gettrackingdetails,wastejourney,gettrackingdetails,0,0,0,0,1,0,0,0,0
wastejourney::gettrackinginfo,wastejourney,gettrackinginfo,0,1,0,0,0,0,0,0,0
wastejourney::gettrackingstatus,wastejourney,gettrackingstatus,0,0,0,0,0,0,0,0,1
wastejourney::initializejourney,wastejourney,initializejourney,0,0,1,0,0,0,0,0,0
wastejourney::markascollected,wastejourney,markascollected,0,0,0,0,1,0,0,0,1
wastejourney::markasintransit,wastejourney,markasintransit,0,0,0,0,1,0,0,0,0
wastejourney::markasprocessed,wastejourney,markasprocessed,0,0,0,0,1,0,0,0,0
wastejourney::markasrecycled,wastejourney,markasrecycled,0,0,0,0,1,0,0,0,0
wastejourney::recordstage,wastejourney,recordstage,0,0,0,0,1,0,0,0,1
wastejourney::recordstagetransition,wastejourney,recordstagetransition,0,0,0,1,0,0,0,0,0
wastejourney::startjourney,wastejourney,startjourney,0,0,0,0,1,0,0,0,0
wastejourney::starttracking,wastejourney,starttracking,0,0,0,0,1,0,0,0,0
wastejourney::track,wastejourney,track,1,0,0,0,0,0,1,0,0
wastejourney::trackbycode,wastejourney,trackbycode,1,0,0,0,0,0,0,0,0
wastejourney::trackjourney,wastejourney,trackjourney,1,0,0,0,0,1,1,0,1
wastejourney::trackprogress,wastejourney,trackprogress,1,0,0,0,0,0,0,0,0
wastejourney::trackstatus,wastejourney,trackstatus,1,0,0,0,0,0,0,0,1
wastejourney::trackwaste,wastejourney,trackwaste,0,0,0,0,0,0,1,0,0
wastejourney::trackwastejourney,wastejourney,trackwastejourney,0,0,1,0,0,0,0,0,0
wastejourney::updatecurrentlocation,wastejourney,updatecurrentlocation,1,0,1,0,1,0,0,0,0
wastejourney::updatejourneystage,wastejourney,updatejourneystage,0,0,0,1,1,0,0,0,0
wastejourney::updatelocation,wastejourney,updatelocation,1,0,1,1,1,0,0,0,1
wastejourney::updatestage,wastejourney,updatestage,1,1,0,1,1,1,0,0,1
wastejourney::updatestatus,wastejourney,updatestatus,1,0,1,1,1,1,1,0,1
wastejourney::updatetrackingstage,wastejourney,updatetrackingstage,0,0,0,0,0,0,0,0,1
wastejourney::updatetrackingstatus,wastejourney,updatetrackingstatus,0,0,0,1,0,0,1,1,1
wastejourney::validatejourney,wastejourney,validatejourney,0,0,1,0,0,0,0,0,0
wastejourney::validatetrackingcode,wastejourney,validatetrackingcode,0,0,1,1,1,0,0,0,0
wastetracking::trackwaste,wastetracking,trackwaste,1,0,0,0,0,0,0,0,0
