Model,Run,File,Class,MethodName,Signature,Has_UC_Annotation,UC_References,UC_Action,Best_Match_Action,SimilarityScore
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,UserProfile,updateRole,+ updateRole (newRole : UserRole),True,21,System updates the userâ€™s role (actual state change),Validate role transition,0.5646318793296814
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,UserProfile,validateEmailFormat,+ validateEmailFormat () : ValidationResult,True,1,Validate email format,Validate email format,0.8701984286308289
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,Mark the email as verified,Verify email,0.706028401851654
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,WasteJourney,cancelJourney,+ cancelJourney (),True,12,Cancel tracking if the service request is cancelled,Cancel service request,0.6334819197654724
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,WasteJourney,completeJourney,+ completeJourney (),False,,,Update request status to completed,0.33157333731651306
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,WasteJourney,getCurrentLocation,+ getCurrentLocation () : Address,True,10,Get current location,Get location details,0.6526989340782166
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,WasteJourney,getStages,+ getStages () : Stage[],True,10,Get completed stages,Get waste journey status,0.3644011616706848
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,WasteJourney,getStatus,+ getStatus () : TrackingStatus,True,10,Get current tracking status,Get waste journey status,0.763916015625
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,WasteJourney,recordStage,"+ recordStage (stage : Stage, location : Address)",False,,,Record profile modification timestamp,0.18869034945964813
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,WasteJourney,startTracking,+ startTracking () : String,False,,,Get waste journey status,0.37935468554496765
Gemini-2.5-Pro-Preview-05-06,3,Gemini-2.5-Pro-Preview-05-06_run3.json,WasteJourney,updateLocation,+ updateLocation (location : Address),False,,,Edit location,0.6927276849746704
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,CollectionPoint,addOperatingHours,+ addOperatingHours (hours : OpeningHours),True,20,Add a new operating hours entry.,Validate operating hours,0.5443278551101685
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,CollectionPoint,removeOperatingHours,+ removeOperatingHours (hours : OpeningHours),True,20,Remove an existing operating hours entry.,Validate operating hours,0.5063366293907166
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,CollectionPoint,setLocationAddress,+ setLocationAddress (address : Address),True,20,Set or update the address where the collection point is located.,Edit location,0.5598375201225281
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[])",True,20,Update the details of a collection point.,Create collection point,0.6625716686248779
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,Product,publishListing,+ publishListing (),True,5,Set the listing status to PUBLISHED and record listed date.,Update product listing,0.3405179977416992
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,Product,updateDetails,"+ updateDetails (name : String, description : String, category : ProductCategory, inventory : Integer)",True,13,Update details of an existing product listing.,Update product listing,0.7274439334869385
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,Product,validateDetails,+ validateDetails () : ValidationResult,True,5,Validate the product's core details before publishing.,Validate product listing details,0.5603023767471313
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,RoleManager,assignRole,"+ assignRole (userAccount : UserAccount, newRole : UserRole)",True,21,"Assign a new role to a user, potentially creating associated entities like ServiceProvider.",Assign role,0.6632031202316284
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,ServiceProvider,updateCompanyName,+ updateCompanyName (companyName : String),False,,,Update service provider details,0.492910236120224
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,ServiceRequest,acceptRequest,+ acceptRequest (provider : ServiceProvider),False,,,Accept collection request,0.6810719966888428
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,ServiceRequest,cancelByUser,+ cancelByUser (canceller : UserProfile),True,12,Cancel the service request by the user.,Cancel service request,0.756290078163147
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,ServiceRequest,completeCollection,+ completeCollection (),True,8,Mark the collection request as completed.,Update request status to collected,0.6485128402709961
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,ServiceRequest,completeTransport,+ completeTransport (),True,9,Mark the transport request as completed.,Perform transport pickup,0.6885867714881897
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,ServiceRequest,linkWasteJourney,+ linkWasteJourney (journey : WasteJourney),True,8,Associate a waste journey with this service request.,Check logistics feasibility,0.493274986743927
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,ServiceRequest,proposeTimes,+ proposeTimes (proposedTimes : TimeRange[]),True,8,Service provider proposes alternative time slots if the requested one isn't feasible.,Indicate suitable timeslot for collection,0.4940303564071655
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,ServiceRequest,schedule,+ schedule (scheduledTime : TimeRange),False,,,Schedule transport,0.4676181972026825
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,TransportRequest,planRoute,+ planRoute (waypoints : Coordinates[]),True,9,Define the waypoints for the transport route.,Plan route,0.7210315465927124
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),False,,,Deactivate account,0.758351743221283
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserAccount,isActive,+ isActive () : Boolean,True,2,Check if the account status is ACTIVE.,Activate account,0.539371132850647
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserAccount,lockAccount,+ lockAccount (lockedDate : Date),True,2,Set account status to LOCKED and record lock date.,Deactivate account,0.5371034741401672
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken () : String,True,3,Generate and store a password reset token with an expiration date.,Generate and store password reset token,0.9138717651367188
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserCredentials,isValidPasswordResetToken,+ isValidPasswordResetToken (token : String) : Boolean,True,3,Check if the provided token matches the stored one and has not expired.,Generate and store password reset token,0.6871858835220337
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserCredentials,matchesPassword,+ matchesPassword (passwordAttempt : String) : Boolean,True,2,Verify provided password against stored hash.,Validate credentials,0.5750152468681335
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserCredentials,recordFailedLoginAttempt,+ recordFailedLoginAttempt (),True,2,Increment failed login attempt counter.,Record login timestamp,0.5095261335372925
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserCredentials,recordSuccessfulLogin,+ recordSuccessfulLogin (),True,2,Record the timestamp of a successful login and reset failed attempts.,Record login timestamp,0.6541449427604675
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserCredentials,resetPassword,+ resetPassword (newEncryptedPassword : String),True,3,Update the encrypted password and clear the reset token.,Update password using reset token,0.5970298647880554
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserCredentials,shouldLockAccount,+ shouldLockAccount () : Boolean,True,2,Check if failed login attempts exceed threshold.,Validate password strength,0.3697848618030548
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserProfile,changeRole,+ changeRole (newRole : UserRole),True,21,Change the user's role.,Assign role,0.5971285104751587
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserProfile,isEmailVerified,+ isEmailVerified () : Boolean,True,2,Check if the user's email address has been verified.,Confirm successful registration,0.6044766902923584
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserProfile,recordDeactivation,- recordDeactivation (reason : String),True,15,Record the reason for account deactivation.,Request account deactivation,0.8138666152954102
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserProfile,recordLockDate,- recordLockDate (lockedDate : Date),True,2,Record the date the account was locked.,Record login timestamp,0.4861026108264923
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserProfile,updateProfileDetails,"+ updateProfileDetails (name : String, phoneNumber : String, address : Address)",False,,,Update user profile,0.7272965312004089
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,Mark email as verified.,Verify email,0.6816062927246094
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,WasteJourney,cancelJourney,+ cancelJourney (),True,12,Cancel the waste journey.,Get waste journey status,0.4273870587348938
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,WasteJourney,completeJourney,+ completeJourney (),True,9,Mark the waste journey as completed.,Get waste journey status,0.519324541091919
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,WasteJourney,startJourney,"+ startJourney (trackingCode : String, initialLocation : Address)",True,8,Start tracking a new waste journey.,Get waste journey status,0.49817562103271484
Gemini-2.5-Pro-Preview-05-06,4,Gemini-2.5-Pro-Preview-05-06_run4.json,WasteJourney,updateJourneyStage,"+ updateJourneyStage (stage : Stage, location : Address)",True,9,Update the current stage and location of the waste journey.,Check logistics feasibility,0.5135608315467834
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,Address,updateAddressDetails,"+ updateAddressDetails (street : String, city : String, zipCode : String, country : String, position : Coordinates) : ValidationResult",True,4,Update address details. Sets validationStatus to UNVERIFIED if critical fields change.,Validate location details,0.5596743822097778
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,Address,verifyAddress,+ verifyAddress () : ValidationResult,True,4,"Validate address consistency (e.g., for external verification, result could update validationStatus).",Validate location details,0.6195230484008789
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,CollectionPoint,changeOperatingProvider,+ changeOperatingProvider (newProvider : ServiceProvider),True,20,Change the service provider operating this point. Validates newProvider's suitability.,Update service provider details,0.601402759552002
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, address : Address, newOperatingHours : OpeningHours[]) : ValidationResult",True,20,"Update collection point details. Validates input (e.g. using address.verifyAddress(), validateOperatingHours(newOperatingHours)).",Validate listing updates,0.5277473330497742
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,CollectionPoint,validateOperatingHours,+ validateOperatingHours (hoursToValidate : OpeningHours[]) : ValidationResult,True,20,"Validate operating hours consistency (e.g., no overlaps, valid TimeRanges).",Validate operating hours,0.7297230362892151
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,Product,archiveListing,+ archiveListing (),False,,,List product,0.3399950861930847
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,Product,publishListing,+ publishListing (),False,,,Update product listing,0.4045472741127014
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,Product,rejectListing,+ rejectListing (rejectionReason : String),False,,,Validate listing updates,0.4058905839920044
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,Product,reviseListing,"+ reviseListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,13,Updates product details. Validates using validateDetails(). Sets lastUpdatedDate. May change listingStatus to PENDING_APPROVAL if was PUBLISHED and changes are significant.,Update product listing,0.5887531042098999
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,Product,submitForPublication,+ submitForPublication (),True,5,"Validates details using validateDetails(). If valid, sets listingStatus to PENDING_APPROVAL (or PUBLISHED, based on rules/requester role) and updates listedDate and lastUpdatedDate.",Validate listing updates,0.5036585330963135
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,Product,validateDetails,+ validateDetails () : ValidationResult,False,,,Validate product listing details,0.5960857272148132
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,RoleManager,validateRoleAssignment,"+ validateRoleAssignment (profileToUpdate : UserProfile, newRole : UserRole, assigningManagerProfile : UserProfile) : ValidationResult",True,21,"Validates if the assigningManagerProfile is authorized to assign newRole to profileToUpdate, and if the transition is valid.",Validate role transition,0.6911407113075256
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,SearchFilter,validate,+ validate () : ValidationResult,True,14,"Validate search filter criteria (e.g., maxDistance is positive, location is valid).",Validate location details,0.5530079007148743
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,ServiceProvider,updateCompanyDetails,+ updateCompanyDetails (companyName : String),False,,,Update service provider details,0.48683813214302063
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,ServiceProvider,updateOperatingHours,+ updateOperatingHours (newHours : OpeningHours[]),True,19,Update the provider's operating hours. Validates consistency of hours.,Validate operating hours,0.5492463111877441
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,ServiceProvider,updateServiceableVehicleTypes,+ updateServiceableVehicleTypes (vehicleTypes : VehicleType[]),True,19,Update the vehicle types the provider services with.,Update service provider details,0.6018112301826477
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,ServiceRequest,cancel,"+ cancel (cancellingUser : UserProfile, reason : String)",False,,,Confirm cancellation (notification),0.5341486930847168
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,ServiceRequest,complete,+ complete (),False,,,Update request status to completed,0.37530261278152466
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,ServiceRequest,schedule,"+ schedule (provider : ServiceProvider, scheduledTimeValue : TimeRange) : WasteJourney",False,,,Schedule transport,0.4676181972026825
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserAccount,approveAccount,+ approveAccount (),True,18,Platform Manager approves the account. Sets accountStatus = ACTIVE from PENDING_APPROVAL.,Approve service provider profile,0.5017410516738892
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserAccount,deactivate,+ deactivate (reason : String),True,15,Deactivate the user account. Sets accountStatus = DEACTIVATED. Calls profile.setDeactivationReason(reason).,Deactivate account,0.7202491760253906
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserAccount,initializeServiceProviderProfile,+ initializeServiceProviderProfile (companyName : String) : ServiceProvider,True,21,Creates a new ServiceProvider record and links it to this account. To be called when role becomes SERVICE_PROVIDER.,Deactivate service provider profile,0.5185884833335876
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserAccount,isActive,+ isActive () : Boolean,True,2,Check if account status is ACTIVE. Returns true if accountStatus is ACTIVE.,Activate account,0.44793862104415894
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserAccount,lock,+ lock (),True,2,Lock the account. Sets accountStatus = LOCKED. Calls profile.setAccountLockedDate().,Deactivate account,0.5096147656440735
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserAccount,suspend,+ suspend (),True,18,Suspend the account. Sets accountStatus = SUSPENDED.,Deactivate account,0.5820785760879517
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserAccount,unsuspend,+ unsuspend (),True,18,Unsuspend the account. Sets accountStatus = ACTIVE from SUSPENDED.,Deactivate account,0.5608930587768555
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserCredentials,completePasswordReset,"+ completePasswordReset (token : String, newPassword : String) : Boolean",True,3,"Verify token; if valid, calls setPassword(newPassword) and clears passwordResetToken. Returns true on success.",Update password using reset token,0.7234103083610535
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserCredentials,generateVerificationToken,+ generateVerificationToken () : String,True,1,"Generate, store (in passwordResetToken, tokenExpirationDate), and return an email verification token.",Generate and store password reset token,0.7368911504745483
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserCredentials,getFailedLoginAttempts,+ getFailedLoginAttempts () : Integer,True,2,Get current value of failedLoginAttempts.,Record login timestamp,0.4427487254142761
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserCredentials,incrementFailedLoginAttempts,+ incrementFailedLoginAttempts (),True,2,Increment failedLoginAttempts.,Record login timestamp,0.43049830198287964
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserCredentials,initiatePasswordReset,+ initiatePasswordReset () : String,True,3,"Generate, store (in passwordResetToken, tokenExpirationDate) a new password reset token, and return it.",Generate and store password reset token,0.7461932301521301
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserCredentials,isValidVerificationToken,+ isValidVerificationToken (token : String) : Boolean,True,1,Check if the provided token matches stored passwordResetToken and is not expired.,Send verification email,0.5935962200164795
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserCredentials,resetFailedLoginAttempts,+ resetFailedLoginAttempts (),True,2,Reset failedLoginAttempts to 0.,Generate and store password reset token,0.4188980758190155
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserCredentials,setPassword,+ setPassword (newPassword : String),False,,,Update password using reset token,0.45819586515426636
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserCredentials,updateLastLoginDate,+ updateLastLoginDate (),True,2,Set lastLoginDate to current time.,Record login timestamp,0.5954688787460327
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserCredentials,verifyPassword,+ verifyPassword (password : String) : Boolean,True,2,Verify if provided raw password matches stored encryptedPassword.,Validate credentials,0.5116447806358337
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserProfile,changeRole,+ changeRole (newRole : UserRole),True,21,Change the user's role. Sets role and lastUpdatedDate. (Assumes validation by RoleManager passed).,Grant role access,0.4778076112270355
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserProfile,isEmailVerified,+ isEmailVerified () : Boolean,True,2,Check if emailValidationStatus is VERIFIED.,Confirm successful registration,0.6689041256904602
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserProfile,markEmailAsVerified,+ markEmailAsVerified (),True,1,Set emailValidationStatus to VERIFIED and emailVerifiedDate to current time. Updates lastUpdatedDate.,Verify email,0.5412906408309937
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserProfile,setAccountLockedDate,+ setAccountLockedDate (date : Date),True,2,Record when the account was locked by setting accountLockedDate. Updates lastUpdatedDate.,Record login timestamp,0.43826061487197876
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserProfile,setDeactivationReason,+ setDeactivationReason (reason : String),True,15,Store the reason for deactivation. Sets deactivationReason and lastUpdatedDate.,Request account deactivation,0.5621699690818787
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,UserProfile,updateProfileDetails,"+ updateProfileDetails (name : String, phoneNumber : String, address : Address) : ValidationResult",True,4,"Update profile information (name, phone, address). Validates input. Sets lastUpdatedDate.",Update user profile,0.594970703125
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,WasteJourney,cancelJourney,+ cancelJourney (),False,,,Cancel service request,0.44682642817497253
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,WasteJourney,completeJourney,+ completeJourney (),False,,,Update request status to completed,0.33157333731651306
Gemini-2.5-Pro-Preview-05-06,5,Gemini-2.5-Pro-Preview-05-06_run5.json,WasteJourney,updateStage,"+ updateStage (newStage : Stage, location : Address)",False,,,Validate provider updates,0.32177263498306274
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,RoleManager,assignRole,"+ assignRole (userAccount : UserAccount, newRole : UserRole)",False,,,Assign role,0.7166317701339722
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,RoleManager,assignServiceProviderRole,"+ assignServiceProviderRole (userAccount : UserAccount, companyName : String) : ServiceProvider",False,,,Update service provider details,0.5804233551025391
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,ServiceRequest,cancel,+ cancel (cancellingUser : UserProfile),False,,,Confirm cancellation (notification),0.5341486930847168
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,ServiceRequest,complete,+ complete (),False,,,Update request status to completed,0.37530261278152466
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,ServiceRequest,initializeRequest,"# initializeRequest (requester : UserProfile, requestedDate : Date, quantity : Integer, categories : ProductCategory[])",False,,,Submit service request,0.4967970848083496
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,ServiceRequest,schedule,"+ schedule (provider : ServiceProvider, time : TimeRange)",False,,,Schedule transport,0.4676181972026825
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,generateEmailVerificationToken,+ generateEmailVerificationToken () : String,False,,,Verify email,0.7751491665840149
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken () : String,False,,,Generate and store password reset token,0.9069103598594666
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,invalidateEmailVerificationToken,+ invalidateEmailVerificationToken (),False,,,Verify email,0.7154451608657837
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,invalidatePasswordResetToken,+ invalidatePasswordResetToken (),False,,,Generate and store password reset token,0.7574280500411987
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,recordFailedLoginAttempt,+ recordFailedLoginAttempt () : Integer,False,,,Record login timestamp,0.5538492798805237
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,recordSuccessfulLogin,+ recordSuccessfulLogin (),False,,,Record login timestamp,0.6204972267150879
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,updatePassword,+ updatePassword (newEncryptedPassword : String),False,,,Update password using reset token,0.6247572898864746
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,validateEmailVerificationToken,+ validateEmailVerificationToken (token : String) : Boolean,False,,,Verify email,0.8701918721199036
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,validatePasswordResetToken,+ validatePasswordResetToken (token : String) : Boolean,False,,,Generate and store password reset token,0.7480335235595703
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength () : ValidationResult,False,,,Validate password strength,0.8352875113487244
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserCredentials,verifyPassword,+ verifyPassword (password : String) : Boolean,False,,,Validate password strength,0.6013168096542358
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserProfile,markEmailAsVerified,+ markEmailAsVerified (),False,,,Verify email,0.6703215837478638
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserProfile,recordDeactivation,+ recordDeactivation (reason : String),False,,,Request account deactivation,0.5596626996994019
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserProfile,updateProfileDetails,"+ updateProfileDetails (name : String, phone : String, address : Address)",False,,,Update user profile,0.7272965312004089
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserProfile,updateRole,+ updateRole (newRole : UserRole),False,,,Assign role,0.6178192496299744
Gemini-2.5-Pro-Preview-05-06,6,Gemini-2.5-Pro-Preview-05-06_run6.json,UserProfile,validateEmailFormat,+ validateEmailFormat () : ValidationResult,False,,,Validate email format,0.8446609973907471
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,Address,markAsUnverified,+ markAsUnverified (),False,,,Update request status to collected,0.3570232391357422
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,Address,markAsVerified,+ markAsVerified (),False,,,Update request status to completed,0.47736334800720215
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,Address,updateDetails,"+ updateDetails (street : String, city : String, zipCode : String, country : String, position : Coordinates)",False,,,Update service provider details,0.37607622146606445
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,Address,validate,+ validate () : ValidationResult,False,,,Validate product listing details,0.49477654695510864
